i,item,itemLabel,oeblid,apis_id
3905,http://www.wikidata.org/entity/Q28917114,Heinrich Klinger,K/Klinger_Heinrich_1896_1947,70691.0
3906,http://www.wikidata.org/entity/Q28869776,Martin Reimann,R/Reimann_Martin_1798_1878,46562.0
3907,http://www.wikidata.org/entity/Q28858932,Sebastian Stöckl,S/Stoeckl_Sebastian_1752_1819,30754.0
3908,http://www.wikidata.org/entity/Q28936035,František Mikuláš Stanke,S/Stanke_Franz_1765_1844,32155.0
3909,http://www.wikidata.org/entity/Q29024828,Eugen Gelcich,G/Gelcich_Eugen_1854_1915,82297.0
3910,http://www.wikidata.org/entity/Q29017184,Rudolf Hac,H/Hac_Rudolf_1883_1949,80181.0
3911,http://www.wikidata.org/entity/Q29349189,Heinrich von Liebieg,L/Liebieg_Heinrich_1839_1904,62922.0
3912,http://www.wikidata.org/entity/Q29349747,Anton Schönberger,S/Schoenberger_Anton_1830_1871,39049.0
3913,http://www.wikidata.org/entity/Q29346152,Hugo Schönberger,S/Schoenberger_Hugo_1838_1900,39067.0
3914,http://www.wikidata.org/entity/Q29838228,Alois Schweiger,S/Schweiger_Alois_1859_1928,36205.0
3915,http://www.wikidata.org/entity/Q29880459,László Tóth,T/Toth_Laszlo_1869_1895,92076.0
3916,http://www.wikidata.org/entity/Q29856272,Hermann von Trenkwald,T/Trenkwald_Hermann_1866_1942,91460.0
3917,http://www.wikidata.org/entity/Q30066793,József Knopp,K/Knopp_Jozsef_1825_1899,70445.0
3918,http://www.wikidata.org/entity/Q30277611,Josef Kinzel,K/Kinzel_Josef_1852_1925,71940.0
3919,http://www.wikidata.org/entity/Q30611317,Raoul Mader,M/Mader_Raoul_1856_1940,60593.0
3920,http://www.wikidata.org/entity/Q31093189,P. Stoll,S/Stoll_Peter_1813_1888,30270.0
3921,http://www.wikidata.org/entity/Q31091063,Szenczy Ferenc,S/Szenczy_Ferenc_1800_1869,28649.0
3922,http://www.wikidata.org/entity/Q33461967,Ignaz Schönbrunner,S/Schoenbrunner_Ignaz-Johann_1835_1921,39142.0
3923,http://www.wikidata.org/entity/Q35320476,Carl von Jagemann,J/Jagemann_Carl_1819_1883,75405.0
3924,http://www.wikidata.org/entity/Q37724977,Ludwig Kainzbauer,K/Kainzbauer_Ludwig_1855_1913,73890.0
3925,http://www.wikidata.org/entity/Q37883765,Johann Maria Monsorno,M/Monsorno_Gian-Maria_1768_1836,56708.0
3926,http://www.wikidata.org/entity/Q37973154,Heinrich Thurnes,T/Thurnes_Heinrich_1833_1865,26851.0
3927,http://www.wikidata.org/entity/Q38158766,Raoul Walter,W/Walter_Raoul_1863_1917,
3928,http://www.wikidata.org/entity/Q39160065,Ferdinand Mallitsch,M/Mallitsch_Ferdinand_1820_1900,60017.0
3929,http://www.wikidata.org/entity/Q39446955,Fritz Rojka,R/Rojka_Friedrich_1878_1939,44577.0
3930,http://www.wikidata.org/entity/Q39803374,Giovanni Battista de Pian,P/Pian_Giovanni_1813_1856,51008.0
3931,http://www.wikidata.org/entity/Q40236174,Marie Kompert,K/Kompert_Marie_1821_1892,68699.0
3932,http://www.wikidata.org/entity/Q40425352,Leopold Schnabl,S/Schnabl_Leopold_1846_1890,40420.0
3933,http://www.wikidata.org/entity/Q41639136,Oldřich Kerhart,K/Kerhart_Oldrich_1895_1947,72253.0
3934,http://www.wikidata.org/entity/Q42301648,Marie-Luise Cavallar von Grabensprung,C/Cavallar_Maria-Luise_1889_1977,
3935,http://www.wikidata.org/entity/Q42404554,Oskar Pfeiffer,P/Pfeiffer_Oskar_1828_1882,
3936,http://www.wikidata.org/entity/Q42811424,Alois Winkler,W/Winkler_Alois_1848_1931,
3937,http://www.wikidata.org/entity/Q43090799,Meinrad Alexius Nossek,N/Nossek_Meinrad_1891_1946,54143.0
3938,http://www.wikidata.org/entity/Q43132792,Richard Kratky,K/Kratky_Richard_1877_1944,67766.0
3939,http://www.wikidata.org/entity/Q43132805,Vinzenz Kreuzer,K/Kreuzer_Vinzenz_1809_1888,66818.0
3940,http://www.wikidata.org/entity/Q43181524,Erich Torggler,T/Torggler_Erich_1899_1938,92005.0
3941,http://www.wikidata.org/entity/Q43765972,Wenzel Ottokar Noltsch,N/Noltsch_Wenzel-Ottokar_1835_1908,54068.0
3942,http://www.wikidata.org/entity/Q44110175,Rudolf Ortmann,O/Ortmann_Rudolf_1874_1939,93540.0
3943,http://www.wikidata.org/entity/Q44100080,Kristian Schneider,S/Schneider_Christian_1742_1824,39863.0
3944,http://www.wikidata.org/entity/Q44340397,Gottlieb Marktanner-Turneretscher,M/Marktanner-Turneretscher_Gottlieb_1858_1920,59211.0
3945,http://www.wikidata.org/entity/Q45255144,František Skopalík,S/Skopalik_Frantisek_1863_1936,34060.0
3946,http://www.wikidata.org/entity/Q45347921,Zsófia Stróbl,S/Strobl_Zsofia_1860_1941,29621.0
3947,http://www.wikidata.org/entity/Q46511014,Markus von Spiegelfeld,S/Spiegelfeld_Markus_1858_1943,33032.0
3948,http://www.wikidata.org/entity/Q47067551,Joseph Pletz,P/Pletz_Josef_1788_1840,49679.0
3949,http://www.wikidata.org/entity/Q47128295,Martin Waldner,W/Waldner_Martin_1848_1892,
3950,http://www.wikidata.org/entity/Q47457142,Albert Jungmann,J/Jungmann_Albert_1824_1892,74243.0
3951,http://www.wikidata.org/entity/Q47488316,Max Gehri,G/Gheri_Max_1847_1909,81849.0
3952,http://www.wikidata.org/entity/Q47516100,Lajos Merényi,M/Merenyi_Lajos_1854_1919,58334.0
3953,http://www.wikidata.org/entity/Q47501930,Mathilde Sellenati,S/Sellenati_Mathilde_1834_1911,35613.0
3954,http://www.wikidata.org/entity/Q47516117,Júlia Kende,T/Teleki-Szek_Juliska_1864_1937,27816.0
3955,http://www.wikidata.org/entity/Q47939303,Maria Karoline Fürstin zu Schwarzenberg,S/Schwarzenberg_Maria-Karoline_1775_1816,36579.0
3956,http://www.wikidata.org/entity/Q48975824,Otto Schönauer,S/Schoenauer_Otto_1844_1913,39025.0
3957,http://www.wikidata.org/entity/Q49188425,Adolf Prosniz,P/Prosniz_Adolf_1829_1917,47823.0
3958,http://www.wikidata.org/entity/Q50348383,Julius Wittels,W/Wittels_Julius_1860_1899,
3959,http://www.wikidata.org/entity/Q50551043,Georg Holzgethan,H/Holzgethan_Georg_1799_1860,76315.0
3960,http://www.wikidata.org/entity/Q50628273,Franciszek Słomkowski,S/Slomkowski_Franciszek_1849_1924,33590.0
3961,http://www.wikidata.org/entity/Q51080360,Eduard Rosé,R/Rose_Eduard_1859_1943,44170.0
3962,http://www.wikidata.org/entity/Q51167558,Franz Xaver Steinmetzer,S/Steinmetzer_Franz-Xav_1879_1945,31409.0
3963,http://www.wikidata.org/entity/Q51323991,Johann Nepomuk von Metzburg,M/Metzburg_Johann_1780_1839,57829.0
3964,http://www.wikidata.org/entity/Q51341179,František Kozics,K/Kozics_Franz_1864_1900,68097.0
3965,http://www.wikidata.org/entity/Q51564302,Franz Xaver Eissner,E/Eissner_Franz-Xaver_1800_1869,85172.0
3966,http://www.wikidata.org/entity/Q51558674,Kurt Libesny,L/Libesny_Kurt_1892_1938,63460.0
3967,http://www.wikidata.org/entity/Q51599933,Julius Hatschek,H/Hatschek_Julius-Karl_1872_1926,92214.0
3968,http://www.wikidata.org/entity/Q51800845,František Šanda,S/Sanda_Frantisek_1831_1893,43294.0
3969,http://www.wikidata.org/entity/Q51844334,Henriette Boltzmann,B/Boltzmann_Henriette-Katharina_1880_1945,
3970,http://www.wikidata.org/entity/Q51844336,Ida Boltzmann,B/Boltzmann_Ida-Katharina_1884_1910,
3971,http://www.wikidata.org/entity/Q51880218,Adelheid Kofler,K/Kofler_Adelheid_1889_1985,69586.0
3972,http://www.wikidata.org/entity/Q51884431,Anton Joseph Stein,S/Stein_Anton-Joseph_1759_1844,31448.0
3973,http://www.wikidata.org/entity/Q52157692,Wilhelm Gotthelf Höhnel,H/Hoehnel_Wilhelm-Gotthelf_1871_1941,77176.0
3974,http://www.wikidata.org/entity/Q52149611,Joseph Knapp,K/Knapp_Josef_1810_1867,70183.0
3975,http://www.wikidata.org/entity/Q52149835,Lorenzo Schiavi,S/Schiavi_Lorenzo_1829_1911,42213.0
3976,http://www.wikidata.org/entity/Q52156523,Rudolf Sulke,S/Sulke_Rudolf_1885_1964,29431.0
3977,http://www.wikidata.org/entity/Q53508562,Ernst Wilhelm Heeger,H/Heeger_Ernst_1783_1866,78461.0
3978,http://www.wikidata.org/entity/Q54036668,Carl Friesach,F/Friesach_Karl_1821_1891,82922.0
3979,http://www.wikidata.org/entity/Q54152482,Joseph Wolfgang Kainz,K/Kainz_Josef-Wolfgang_1773_1855,73896.0
3980,http://www.wikidata.org/entity/Q54118088,Lambert Karner,K/Karner_Lambert_1841_1909,73078.0
3981,http://www.wikidata.org/entity/Q54097971,Salomon Stein,S/Stein_Salomon_1844_1898,31515.0
3982,http://www.wikidata.org/entity/Q55031155,Constantin von Ettinghausen,E/Ettingshausen_Constantin_1826_1897,84294.0
3983,http://www.wikidata.org/entity/Q55051121,Johann von Hornig,H/Hornig_Johann_1819_1886,76511.0
3984,http://www.wikidata.org/entity/Q55060657,Josef Klimesch,K/Klimesch_Josef_1884_1935,70645.0
3985,http://www.wikidata.org/entity/Q55064342,Gustav Karel Laube,L/Laube_Gustav-Carl_1839_1923,64841.0
3986,http://www.wikidata.org/entity/Q55065297,Erzherzog von Österreich und Toskana Ludwig Salvador,L/Ludwig_Salvator_1847_1915,61605.0
3987,http://www.wikidata.org/entity/Q55069871,Filip Maximilian Opiz,O/Opiz_Philipp-Maximilian_1787_1858,53452.0
3988,http://www.wikidata.org/entity/Q55069916,Osvaldo Orsi,O/Orsi_Osvaldo_1862_1944,52905.0
3989,http://www.wikidata.org/entity/Q55072566,Moritz Seitner,S/Seitner_Moritz_1862_1936,35514.0
3990,http://www.wikidata.org/entity/Q55072730,Alois Smolka,S/Smolka_Alois_1853_1928,33737.0
3991,http://www.wikidata.org/entity/Q55073728,František Vejdovsky,V/Vejdovsky_Frantisek_1849_1939,
3992,http://www.wikidata.org/entity/Q55130950,Johann Baptist Ludwig Ehrenreich Graf von Barth-Barthenheim,B/Barth-Barthenheim_Johann-Bapt_1784_1846,89250.0
3993,http://www.wikidata.org/entity/Q55124443,Franz Freiherr Haager von Altensteig,H/Hager-Allentsteig_Franz_1750_1816,79612.0
3994,http://www.wikidata.org/entity/Q55131019,Kaspar Benedict Hagleitner,H/Hagleitner_Kaspar-Benedikt_1779_1836,79629.0
3995,http://www.wikidata.org/entity/Q55193123,Josef Hain,H/Hain_Joseph_1809_1852,79718.0
3996,http://www.wikidata.org/entity/Q55177143,Friedrich Jasper,J/Jasper_Friedrich_1847_1938,74974.0
3997,http://www.wikidata.org/entity/Q55133379,Eduard Kulke,K/Kulke_Eduard_1831_1897,66111.0
3998,http://www.wikidata.org/entity/Q55193225,Franz Mayr,M/Maier_Franz_1814_1863,93507.0
3999,http://www.wikidata.org/entity/Q55125310,Karl von Patruban,P/Patruban_Karl_1816_1880,52295.0
4000,http://www.wikidata.org/entity/Q55134272,Joseph Friedrich Freiherr von Retzer,R/Retzer_Josef-Friedrich_1754_1824,45625.0
4001,http://www.wikidata.org/entity/Q55126186,Emil Franz Rößler,R/Roessler_Emil-Franz_1815_1863,44458.0
4002,http://www.wikidata.org/entity/Q55133246,Heinrich Freiherr Sunstenau,S_42/Sunstenau-Schuetzenthal_Heinrich_1780_1865,28689.0
4003,http://www.wikidata.org/entity/Q55133400,Emanuel Hans Sax,S/Sax_Emanuel-Hans_1857_1896,42924.0
4004,http://www.wikidata.org/entity/Q55126947,Max Stichlberger,S/Stichlberger_Max_1841_1891,31177.0
4005,http://www.wikidata.org/entity/Q55127785,Johann Adolf Tomaschek,T/Tomaschek-Stradowa_Johann-Adolf_1822_1898,91815.0
4006,http://www.wikidata.org/entity/Q55126977,Leopold Trautmann,T/Trautmann_Leopold_1766_1825,91339.0
4007,http://www.wikidata.org/entity/Q55127069,Joseph Tschager,T/Tschager_Josef_1778_1856,91659.0
4008,http://www.wikidata.org/entity/Q55127095,Hans von Vintler,V/Vintler_Hans_1837_1890,
4009,http://www.wikidata.org/entity/Q55133004,Albrecht Vogel,V/Vogel-Frommanshausen_Karl-Albrecht_1822_1890,
4010,http://www.wikidata.org/entity/Q55127602,Josef Wastler,W/Wastler_Josef_1831_1899,
4011,http://www.wikidata.org/entity/Q55217273,Carl Herberth,H/Herberth_Carl_1822_1892,78308.0
4012,http://www.wikidata.org/entity/Q55673960,Hugo G. Beigel,B/Beigel_Hugo-Georg_1897_1978,88939.0
4013,http://www.wikidata.org/entity/Q55677832,Peter von Braun,B/Braun_Peter_1758_1819,87997.0
4014,http://www.wikidata.org/entity/Q55685101,Joseph Burgerstein,B/Burgerstein_Joseph_1813_1873,92561.0
4015,http://www.wikidata.org/entity/Q55680120,Franz Wilhelm Englmann,E/Englmann_Franz-Wilhelm_1862_1926,84691.0
4016,http://www.wikidata.org/entity/Q55682843,Waldemar Goldschmidt,G/Goldschmidt_Waldemar_1886_1947,81605.0
4017,http://www.wikidata.org/entity/Q55680843,Julius Güde,G/Guede_Julius_1885_1964,80432.0
4018,http://www.wikidata.org/entity/Q55676971,Victor Hämmerle,H/Haemmerle_Victor_1855_1946,79503.0
4019,http://www.wikidata.org/entity/Q55674472,Wilhelm Artur Hammer,H/Hammer_Wilhelm-Arthur_1871_1941,79155.0
4020,http://www.wikidata.org/entity/Q55675407,Julius von Hauer,H/Hauer_Julius_1831_1910,78906.0
4021,http://www.wikidata.org/entity/Q55679016,Julius Hossinger,H/Hossinger_Julius_1853_1924,75887.0
4022,http://www.wikidata.org/entity/Q55679293,Ernst Keiter,K/Keiter_Ernst_1843_1907,72075.0
4023,http://www.wikidata.org/entity/Q55679333,Josef Koch von Langentreu,K/Koch-Langentreu_Josef_1833_1905,69811.0
4024,http://www.wikidata.org/entity/Q55679335,Benno Koglbauer,K/Koglbauer_Br-Benno_1862_1925,69624.0
4025,http://www.wikidata.org/entity/Q55676833,Ludwig von Komorzynski,K/Komorzynski_Ludwig_1844_1899,69426.0
4026,http://www.wikidata.org/entity/Q55678095,Hans Krticzka von Jaden,K/Krticzka-Jaden_Hans_1866_1948,67135.0
4027,http://www.wikidata.org/entity/Q55672929,Anton Joseph Liszt,L/Liszt_Anton-Joseph_1863_1950,62749.0
4028,http://www.wikidata.org/entity/Q55679826,Max von Löwenthal,L/Loewenthal_Max_1799_1872,62402.0
4029,http://www.wikidata.org/entity/Q55673501,Alois Mager,M/Mager_Alois_1883_1946,60682.0
4030,http://www.wikidata.org/entity/Q55674938,Carl Mayerhofer,M/Maierhofer_Karl_1828_1913,60886.0
4031,http://www.wikidata.org/entity/Q55679838,Ferdinand Manussi von Montesole,M/Manussi-Montesole_Ferdinand_1839_1908,59536.0
4032,http://www.wikidata.org/entity/Q55680239,Ludwig Karl Moser,M/Moser_Ludwig-Karl_1845_1918,56320.0
4033,http://www.wikidata.org/entity/Q55676763,Eugen Netoliczka,N/Netoliczka_Eugen_1825_1889,54796.0
4034,http://www.wikidata.org/entity/Q55674988,Valentin Niklas,N/Niklas_Valentin_1806_1883,54605.0
4035,http://www.wikidata.org/entity/Q55679851,Emil Norini,N/Norini_Emil_1859_1918,54107.0
4036,http://www.wikidata.org/entity/Q55679444,Anton Ölzelt-Newin,O/Oelzelt-Newin_Anton_1854_1925,53975.0
4037,http://www.wikidata.org/entity/Q55676875,Jakob Josef Pauliny,P/Pauliny_Jakob-Josef_1827_1899,52377.0
4038,http://www.wikidata.org/entity/Q55673656,Rudolf Peterka,P/Peterka_Rudolf_1894_1933,51184.0
4039,http://www.wikidata.org/entity/Q55676427,Josef Pörner,P/Poerner_Josef_1875_1933,49876.0
4040,http://www.wikidata.org/entity/Q55678148,Jacques Pollak,P/Polak_Jacques_1872_1942,49403.0
4041,http://www.wikidata.org/entity/Q55678073,Leopold Maximilian Politzer,P/Politzer_Leopold-Maximilian_1814_1888,49496.0
4042,http://www.wikidata.org/entity/Q55680513,Franz Xaver Rafael,R/Rafael_Franz-X_1816_1867,47102.0
4043,http://www.wikidata.org/entity/Q55676771,Ferdinand Gregor von Rast,R/Rast_Ferdinand-Gregor_1808_1889,46728.0
4044,http://www.wikidata.org/entity/Q55680537,Karl Reiterer,R/Reiterer_Karl_1860_1934,46068.0
4045,http://www.wikidata.org/entity/Q55675947,Giovanni Righetti,R/Righetti_Giovanni_1827_1901,44774.0
4046,http://www.wikidata.org/entity/Q55674615,Walter Rogge,R/Rogge_Walter_1822_1892,44507.0
4047,http://www.wikidata.org/entity/Q55681884,Menyhért Szántó,S_43/Szanto_Menyhert_1860_1945,28487.0
4048,http://www.wikidata.org/entity/Q55678340,Lorenzo Sacchetti,S/Sacchetti_Lorenzo_1759_1836,43655.0
4049,http://www.wikidata.org/entity/Q55677931,Karl Scheimpflug,S/Scheimpflug_Karl_1856_1944,41938.0
4050,http://www.wikidata.org/entity/Q55680025,Andreas Gottlieb Scheiner,S/Scheiner_Andreas-Gottlieb_1864_1946,41947.0
4051,http://www.wikidata.org/entity/Q55673493,Viktor von Schubert-Soldern,S/Schubert-Soldern_Victor_1834_1912,37658.0
4052,http://www.wikidata.org/entity/Q55680812,Vincy Schwarz,S/Schwarz_Vinzenz_1902_1942,36159.0
4053,http://www.wikidata.org/entity/Q55673924,Ernst von Schwind,S/Schwind_Ernst_1865_1932,36347.0
4054,http://www.wikidata.org/entity/Q55676527,Alois Sigmund,S/Sigmund_Alois_1853_1943,34880.0
4055,http://www.wikidata.org/entity/Q55679900,Moritz Smetazko,S/Smetazko_Moritz_1828_1890,33661.0
4056,http://www.wikidata.org/entity/Q55675165,Franz Staude,S/Staude_Franz_1886_1947,31613.0
4057,http://www.wikidata.org/entity/Q55680400,Adolf Maximilian von Steinhauser,S/Steinhauser_Adolf-Maximilian_1825_1888,31308.0
4058,http://www.wikidata.org/entity/Q55683404,Wilhelm von Stiepel,S/Stiepel_Wilhelm-Friedrich-Johann_1854_1941,31227.0
4059,http://www.wikidata.org/entity/Q55675220,Eduard Stolz,S/Stolz_Eduard_1817_1889,30292.0
4060,http://www.wikidata.org/entity/Q55681604,Felix Strakosch,S/Strakosch_Felix_1865_1931,29850.0
4061,http://www.wikidata.org/entity/Q55681615,Franz Stransky von Dresdenberg,S/Stransky-Dresdenberg_Franz_1831_1902,29911.0
4062,http://www.wikidata.org/entity/Q55681669,Paul Strattmann,S/Strattmann_Paul_1755_1821,30003.0
4063,http://www.wikidata.org/entity/Q55676802,Eduard Streissler,S/Streissler_Eduard_1872_1935,30134.0
4064,http://www.wikidata.org/entity/Q55675316,Franz Swida,S/Swida_Franz_1852_1939,28953.0
4065,http://www.wikidata.org/entity/Q55681884,Menyhért Szántó,S/Szanto_Menyhert_1860_1945,28487.0
4066,http://www.wikidata.org/entity/Q55682544,Julius Szeps,S/Szeps_Julius_1867_1924,27994.0
4067,http://www.wikidata.org/entity/Q55678134,Hugo Taglang,T/Taglang_Hugo_1874_1944,28276.0
4068,http://www.wikidata.org/entity/Q55682595,Josef Jakub Tandler,T/Tandler_Josef-Jakub_1765_1826,28337.0
4069,http://www.wikidata.org/entity/Q55682596,Ottó Tandor,T/Tandor_Otto_1852_1913,28343.0
4070,http://www.wikidata.org/entity/Q55682609,Karl Tausenau,T/Tausenau_Karl_1813_1873,27698.0
4071,http://www.wikidata.org/entity/Q55685230,Neumann Tropp,T/Tropp_Neumann_1873_1928,91583.0
4072,http://www.wikidata.org/entity/Q55685502,Carlo Ucekar,U/Ucekar_Carlo_1854_1902,
4073,http://www.wikidata.org/entity/Q55680451,Josef von Winter,W/Winter-Wigmar_Josef_1857_1916,
4074,http://www.wikidata.org/entity/Q55760895,Josef Oellacher,O/Oellacher_Josef_1842_1892,53966.0
4075,http://www.wikidata.org/entity/Q55792248,Marie Schöffmann,S/Schoeffmann_Maria_1859_1941,39575.0
4076,http://www.wikidata.org/entity/Q55848090,Siegmund Adler,A/Adler_Siegmund_1853_1920,
4077,http://www.wikidata.org/entity/Q55881607,Johann Aichinger,A/Aichinger_Johann-Ev_1805_1864,91000.0
4078,http://www.wikidata.org/entity/Q55881616,Johann von Amon,A/Amon_Johann-Franz_1754_1825,90503.0
4079,http://www.wikidata.org/entity/Q55883187,Wilhelm von Bienenfeld von Löwenkron,B/Bienefeld-Loewenkron_Wilhelm_1776_1823,88736.0
4080,http://www.wikidata.org/entity/Q55848623,Karl Albert von Bombelles,B/Bombelles_Karl-Albert_1832_1889,87773.0
4081,http://www.wikidata.org/entity/Q55905689,Karl Bonelli,B/Bonelli_Karl_1756_1823,87788.0
4082,http://www.wikidata.org/entity/Q55883842,Wilhelm von Breisach,B/Breisach_Wilhelm_1812_1894,88028.0
4083,http://www.wikidata.org/entity/Q55842688,Friedrich Freiherr von Call zu Rosenburg und Kulmbach,C/Call-Rosenburg-Kulmbach_Friedrich_1854_1917,87153.0
4084,http://www.wikidata.org/entity/Q55848928,Arthur Freiherr von Chiari,C/Chiari_Arthur_1851_1919,87355.0
4085,http://www.wikidata.org/entity/Q55848929,Max Chiari,C/Chiari_Max_1832_1894,87370.0
4086,http://www.wikidata.org/entity/Q55883362,Anton Chimani von Mannberg,C/Chimani-Mannberg_Anton_1768_1835,87380.0
4087,http://www.wikidata.org/entity/Q55883382,Josef Christ von Ehrenblüh,C/Christ-Ehrenblueh_Josef_1770_1841,86791.0
4088,http://www.wikidata.org/entity/Q55849084,Otto Dafert von Senseltimmer,D/Dafert-Sensel-Timmer_Otto_1888_1945,92609.0
4089,http://www.wikidata.org/entity/Q55849105,Ludwig Damböck,D/Damboeck_Ludwig_1798_1850,86571.0
4090,http://www.wikidata.org/entity/Q55881768,Franz De Baut,D/Debaut_Franz_1745_1816,86674.0
4091,http://www.wikidata.org/entity/Q55910344,Joseph Ellmaurer,E/Ellmaurer_Josef_1772_1833,85248.0
4092,http://www.wikidata.org/entity/Q55883098,Josef Ettinger,E/Ettinger_Josef_1822_1908,84288.0
4093,http://www.wikidata.org/entity/Q55882176,Franz von Fichtl,F/Fichtl_Franz_1762_1844,84179.0
4094,http://www.wikidata.org/entity/Q55842776,Alexander Fraenkel,F/Fraenkel_Alexander_1857_1941,83261.0
4095,http://www.wikidata.org/entity/Q55842790,Gregor Gasser,G/Gasser_Gregor_1868_1913,82060.0
4096,http://www.wikidata.org/entity/Q55884718,Gabriel Geringer von Ödenberg,G/Geringer-Oedenberg_Gabriel_1758_1825,82383.0
4097,http://www.wikidata.org/entity/Q55884806,Karl von Gissendorf,G/Gissendorf_Karl_1825_1866,81956.0
4098,http://www.wikidata.org/entity/Q55884404,Franz Gugenbichler,G/Gugenbichler_Franz_1830_1907,80500.0
4099,http://www.wikidata.org/entity/Q55847580,Vinzenz Haardt von Hartenthurn,H/Haardt-Hartenthurn_Vinzenz_1843_1914,79976.0
4100,http://www.wikidata.org/entity/Q55851090,Albin Haberda,H/Haberda_Albin_1868_1933,80046.0
4101,http://www.wikidata.org/entity/Q55851112,Aemilius Hacker,H/Hacker_Aemilius_1870_1912,80144.0
4102,http://www.wikidata.org/entity/Q55851274,Otto Hämmerle,H/Haemmerle_Otto_1846_1916,79497.0
4103,http://www.wikidata.org/entity/Q55886056,Giuseppe Haimann,H/Haimann_Giuseppe_1828_1883,79684.0
4104,http://www.wikidata.org/entity/Q55851609,Joseph Heideloff,H/Heideloff_Josef_1747_1830,78531.0
4105,http://www.wikidata.org/entity/Q55887413,Anton Seraphin von Hepperger zu Tirschtenberg und Hoffensthal,H/Hepperger-Tirschtenberg-Hoffensthal_Anton-Seraphin_1767_1831,78293.0
4106,http://www.wikidata.org/entity/Q55851873,Ernst Freiherr von Herbert-Kerchnawe,H/Herbert-Kerchnawe_Ernst_1842_1907,78305.0
4107,http://www.wikidata.org/entity/Q55899337,Friedrich Hinterberger,H/Hinterberger_Friedrich_1826_1875,77474.0
